order_index "Customer coordinate" "order time" "1st restaurant" "Duration restaurant 1" "Distance restaurant 1" "Route_cost 1" "2nd restaurant" "Duration restaurant 2" "Distance restaurant 2" "Route_cost 2" "3rd restaurant" "Duration restaurant 3" "Distance restaurant 3" "Route_cost 3" "Pizza order amount" "production time restaurant 1" "production time restaurant 2" "production time restaurant 3" "capacity restaurant 1" "capacity restaurant 2" "capacity restaurant 3" "Actual production time 1" "Actual production time 2" "Actual production time 3" "vehicle type 1" "vehicle type 2" "vehicle type 3" "total vehicle cost 1" "total vehicle cost 2" "total vehicle cost 3" "Total cost restaurant 1" "Total cost restaurant 2" "Total cost restaurant 3"
1849 10969 21:01:51 1 7.73 2743 1379.23 15 5.28 1866 938.28 11 8.35 2823 1419.85 5 8 10 14 5 5 2 10.0 8.0 35.0 1 1 1 1.4215966666666668 2.0232966666666665 2.0933566666666668 -0.27969176591047906 -0.2210770795532905 0.21895733742920215
1858 5329 21:02:10 8 6.07 1758 885.07 3 8.92 2739 1378.42 12 5.4 1471 740.9 1 13 13 13 1 2 1 13.0 13.0 13.0 0 0 0 0.9197900000000001 1.08738 1.3505133333333335 -0.8210083438977622 -0.740115242103868 -0.5870090040398186
1864 6481 21:02:36 2 4.23 1267 637.73 7 7.83 2150 1082.83 10 8.42 2641 1328.92 1 7 12 9 5 2 12 7.0 12.0 9.0 0 0 0 0.7328466666666666 1.3529766666666667 1.407 -0.8032514568806753 -0.626152024700838 -0.5400181239227919
1870 10098 21:02:57 13 4.53 1447 728.03 7 11.72 3655 1839.22 0 13.07 3572 1799.07 4 6 12 12 11 2 1 6.0 48.0 24.0 0 0 0 0.76828 2.098536666666667 2.3132733333333335 -0.6362816897649817 0.1294633159861753 0.8481831778175303
1877 9688 21:03:42 13 8.97 2921 1469.47 4 7.3 2904 1459.3 0 20.4 5996 3018.4 3 6 12 12 11 3 1 12.0 6.0 36.0 0 0 0 1.5118433333333332 1.4214633333333333 2.33609 -0.4992690478779628 -0.10325758240468638 0.6648522634460882
1880 11096 21:04:10 15 12.27 4284 2154.27 9 8.75 3030 1523.75 14 8.82 4061 2039.32 3 10 12 10 5 3 1 12.0 30.0 10.0 0 0 0 1.39286 1.6624033333333332 1.74055 -0.44058287717171807 -0.14499736749307474 0.020593536513447752
1883 8512 21:04:47 7 15.47 5109 2569.97 4 11.75 4706 2364.75 13 11.47 3474 1748.47 2 12 12 6 2 3 11 6.0 12.0 12.0 0 0 0 1.5320833333333335 2.1904500000000002 2.4355466666666663 -0.02739090100810082 -0.023366195666480863 0.07634851793183697
1888 3785 21:05:23 11 7.08 2473 1243.58 1 4.43 1241 624.93 16 6.8 2012 1012.8 2 14 8 10 2 5 11 8.0 10.0 14.0 0 0 0 1.03378 1.3458033333333335 1.4405233333333336 -0.7157402869938401 -0.5644716149162029 -0.494715528914931
1891 5763 21:05:45 14 3.33 1295 650.83 15 11.23 5491 2756.73 9 18.68 7360 3698.68 1 10 10 12 1 5 3 10.0 10.0 12.0 0 0 0 0.6917900000000001 2.1714266666666666 2.3703933333333334 -0.8817939015768391 -0.052157015302471174 0.053592323875466474
1896 3743 21:06:05 6 5.08 1688 849.08 11 7.57 2554 1284.57 0 10.27 3297 1658.77 7 9 14 12 5 2 1 12.6 49.0 84.0 3 3 3 2.5831666666666666 5.311666666666667 5.9565 0.6395045787552538 2.5846397671774586 3.560099816922913
1902 7858 21:06:31 4 4.08 1844 926.08 13 13.28 4288 2157.28 7 22.42 7430 3737.42 2 12 6 12 3 11 2 12.0 6.0 12.0 0 0 0 0.9270799999999999 2.03329 3.0678666666666667 -0.5915549905892246 -0.03865175148435314 0.4872508939204595
1923 3765 21:08:14 3 4.28 1269 638.78 12 5.95 1979 995.45 8 1.93 586 294.93 3 13 13 13 2 1 1 39.0 19.5 39.0 0 0 0 0.40346 0.76515 0.8476433333333333 -0.8580729635260195 -0.4153821642756359 -0.32374016613613843
1931 7121 21:08:41 6 10.4 3877 1948.9 13 8.43 2558 1287.43 0 11.65 3229 1626.15 4 9 6 12 5 11 1 6.0 48.0 9.0 0 0 0 1.42782 1.70398 2.274086666666667 -0.23973915133591736 -0.07820185559514309 0.5865287596762234
1938 11267 21:09:24 10 8.68 2756 1386.68 12 3.93 1259 633.43 8 9.52 3153 1586.02 3 9 13 13 12 1 1 39.0 9.0 39.0 0 0 0 0.5595233333333334 1.4364533333333336 1.4760666666666666 -0.39636216777208816 -0.1622045739852036 0.006911385755605681
1939 5341 21:09:29 3 8.72 2616 1316.72 7 5.67 1629 820.17 8 10.13 3132 1576.13 2 13 12 13 2 2 1 12.0 13.0 26.0 0 0 0 0.96514 1.3252933333333334 1.6560966666666668 -0.5927152818381934 -0.5489736060452572 -0.23052899185752665
1950 3175 21:10:18 9 2.92 772 388.92 1 13.63 5025 2526.13 11 11.25 3863 1942.75 2 12 8 14 3 5 2 12.0 14.0 8.0 0 0 0 0.49946333333333326 2.09408 2.260203333333333 -0.9159333472215457 -0.18737036601126883 -0.06301939358477043
1953 2247 21:10:35 2 5.92 1938 974.92 7 4.48 1294 651.48 13 8.68 2897 1457.18 1 7 12 6 5 2 11 12.0 7.0 6.0 0 0 0 0.7718566666666666 1.1196533333333334 1.3362933333333333 -0.8674410167590618 -0.7138116029396327 -0.679113927671454
1961 1146 21:11:00 15 10.03 3312 1666.03 9 9.37 3279 1648.87 11 7.2 2211 1112.7 1 10 12 14 5 3 2 14.0 12.0 10.0 0 0 0 1.5207566666666665 1.5181066666666667 1.4811066666666666 -0.6353987352504726 -0.4682030424061555 -0.0721379550399556
1964 9600 21:11:13 12 4.1 1304 656.1 10 9.78 3260 1639.78 8 9.68 3198 1608.68 2 13 9 13 1 12 1 26.0 26.0 9.0 0 0 0 0.77768 1.6759133333333334 1.737213333333333 -0.3640493909825395 -0.3319045198817978 -0.05345521378632001
1971 7835 21:12:16 9 11.32 4007 2014.82 10 18.68 6518 3277.68 14 13.33 4411 2218.83 3 12 9 10 3 12 1 12.0 30.0 9.0 0 0 0 1.94544 2.4542333333333337 2.721416666666667 0.30348657590316724 0.41788937997932946 0.5889238349791717
1972 10207 21:12:28 13 16.88 6093 3063.38 4 10.47 5195 2607.97 7 17.23 5985 3009.73 1 6 12 12 11 3 2 12.0 12.0 6.0 0 0 0 2.204826666666667 2.9154033333333333 2.389606666666667 0.08792422281635008 0.4577296376166504 0.5083092061823183
1976 3163 21:12:45 13 10.95 3146 1583.95 2 14.6 4239 2134.1 7 9.23 2841 1429.73 2 6 7 12 11 5 2 12.0 6.0 7.0 0 0 0 1.704086666666667 1.7430166666666667 2.3578799999999998 -0.26460959069922163 -0.13736230519348694 0.054141377605501306
1979 11083 21:12:55 3 13.53 4275 2151.03 13 15.72 5056 2543.72 7 10.6 3456 1738.6 2 13 6 12 2 11 2 12.0 13.0 6.0 0 0 0 1.8076066666666666 2.221263333333334 2.3772433333333334 0.04272938868417443 0.0504951977799379 0.16247790635006926
1980 3886 21:13:02 2 10.77 3163 1592.27 13 7.0 2301 1157.5 7 5.4 1765 887.9 1 7 6 12 5 11 2 12.0 6.0 7.0 0 0 0 1.0474733333333335 1.2312500000000002 1.3625066666666668 -0.757484749251677 -0.6588739978082995 -0.5000198646416136
1985 8938 21:13:49 6 3.7 1442 724.7 16 7.7 2511 1263.2 5 4.28 1281 644.78 1 9 10 6 5 11 10 6.0 9.0 10.0 0 0 0 0.6709566666666666 0.7458166666666667 1.0512700000000001 -1.0860569264189874 -0.7466769342033976 -0.7367050084566
1991 3651 21:14:27 6 2.25 745 374.75 11 7.97 2533 1274.47 0 8.35 2595 1305.85 3 9 14 12 5 2 1 9.0 21.0 36.0 0 0 0 0.35794666666666664 1.5273599999999998 1.4683066666666669 -1.0592595354968577 -0.28890821279620255 -0.10855709063948726
1993 1045 21:14:34 6 7.3 2322 1168.3 9 10.47 3466 1743.47 11 6.8 2055 1034.3 4 9 12 14 5 3 2 28.0 9.0 16.0 0 0 0 1.2462499999999999 1.03707 1.6704466666666666 -0.8264796349420391 -0.4230086904861339 0.11221848338930593
2008 5148 21:16:34 15 6.28 2193 1102.78 9 12.45 3945 1984.95 14 9.28 3731 1874.78 2 10 12 10 5 3 1 10.0 20.0 12.0 0 0 0 0.9989766666666666 1.582713333333333 1.775983333333333 -0.48292041052090656 -0.4220893055106883 -0.27313829931578254
2017 4075 21:17:48 8 12.72 4134 2079.72 3 11.3 3618 1820.3 7 9.85 3256 1637.85 1 13 13 12 1 2 2 12.0 13.0 13.0 0 0 0 1.667876666666667 1.9544633333333334 2.3101433333333334 -0.16848392857211336 -0.16725783526704055 0.04633015833350196
2023 5516 21:18:41 3 5.62 1846 928.62 12 3.65 1245 626.15 8 2.77 865 435.27 4 13 13 13 2 1 1 52.0 52.0 26.0 0 0 0 0.4662266666666667 0.58724 0.80186 -0.7663093089542239 -0.15355140208226392 0.09799105447593393
2028 8776 21:19:13 9 14.05 4456 2242.05 10 11.92 3961 1992.42 12 11.82 4527 2275.32 4 12 9 13 3 12 1 9.0 16.0 52.0 0 0 0 2.0821899999999998 2.411923333333333 2.18749 0.2667614392611458 0.5742039588914205 0.7858323170086081
2032 6779 21:19:32 7 11.98 3903 1963.48 4 12.6 5113 2569.1 13 11.38 3674 1848.38 2 12 12 6 2 3 11 6.0 12.0 12.0 0 0 0 1.68845 2.07972 2.519483333333333 -0.10425835359995952 -0.0313250010378012 0.18089182035612159
2037 1613 21:19:57 7 8.03 2509 1262.53 0 10.78 3121 1571.28 13 5.72 1979 995.22 2 12 12 6 2 1 11 6.0 12.0 24.0 0 0 0 1.2662933333333335 1.50265 1.2624533333333332 -0.5357110458089778 -0.4713705727004409 -0.26290770728414303
2044 3501 21:21:02 4 7.85 4408 2211.85 17 16.47 5582 2807.47 13 13.58 4996 2511.58 2 12 10 6 3 3 11 12.0 6.0 10.0 0 0 0 1.0737833333333333 2.22058 2.300866666666667 -0.38798273534490174 -0.09507500521058439 0.07581404580928759
2050 997 21:21:43 2 11.33 3252 1637.33 7 5.97 1854 932.97 13 9.38 3068 1543.38 3 7 12 6 5 2 11 18.0 6.0 7.0 0 0 0 1.09859 1.7914233333333334 2.03058 -0.39499997490793887 -0.28522906114292657 -0.2779145938687929
2053 1264 21:22:12 1 8.38 3037 1526.88 9 7.05 2228 1121.05 11 6.0 1875 943.5 3 8 12 14 5 3 2 21.0 12.0 8.0 0 0 0 1.0575533333333333 1.05544 1.3111766666666667 -0.8213296884386942 -0.7920733764810648 -0.23038557012026498
2073 3888 21:24:28 4 6.95 2879 1446.45 13 8.25 2687 1351.75 0 19.68 5762 2900.68 4 12 6 12 3 11 1 6.0 16.0 48.0 0 0 0 1.23874 1.5658166666666666 2.05041 -0.39990216139204215 -0.21252134153873445 0.8176736033657501
2076 8162 21:24:50 1 1.8 592 297.8 16 12.37 3636 1830.37 11 6.08 1904 958.08 6 8 10 14 5 11 2 9.6 42.0 10.0 1 1 1 0.24008666666666667 1.3410033333333333 2.167823333333333 -1.1358094559635072 -0.041072024815935984 0.10244979846391367
2078 6720 21:25:11 10 8.03 2472 1244.03 2 4.53 1379 694.03 7 7.95 2362 1188.95 5 9 7 12 12 5 2 7.0 30.0 9.0 1 1 1 1.5431333333333332 2.02333 1.77298 -0.36006328144279975 -0.24053719627049536 0.22730432563446543
2091 9998 21:27:45 9 10.83 3499 1760.33 12 8.22 2739 1377.72 10 6.47 1905 958.97 1 12 13 9 3 1 12 9.0 13.0 12.0 0 0 0 1.0003133333333332 1.4893300000000003 1.5746566666666666 -0.5701060629696016 -0.5361398640937625 -0.3153146276361072
2096 5998 21:28:29 3 8.28 2856 1436.28 7 7.37 2231 1122.87 8 9.7 3372 1695.7 3 13 12 13 2 2 1 18.0 19.5 39.0 0 0 0 1.3309799999999998 1.50918 1.8648599999999997 -0.3302399418767463 -0.08788183026200426 0.21396502618369645
2100 10333 21:28:45 2 7.78 2269 1142.28 10 5.37 1531 770.87 12 11.57 3570 1796.57 2 7 9 13 5 12 1 9.0 7.0 26.0 0 0 0 0.94076 1.2560866666666668 1.5794266666666668 -0.7413257434023833 -0.3861739753954161 -0.23193134670854987
2102 210 21:28:56 7 14.75 4980 2504.75 4 9.23 3881 1949.73 13 9.43 3192 1605.43 1 12 12 6 2 3 11 6.0 12.0 12.0 0 0 0 1.2805166666666667 1.9909966666666667 2.1029066666666667 -0.21966456399865594 -0.20255096470036318 -0.15163763748090592
2106 622 21:29:23 13 6.12 2013 1012.62 4 11.35 4169 2095.85 0 16.1 4628 2330.1 5 6 12 12 11 3 1 6.0 20.0 60.0 1 1 1 1.32558 3.2193499999999995 3.1621 -0.21138869878945843 0.7604090010304418 1.6209571948428327
2110 121 21:29:39 9 9.27 3277 1647.77 14 13.37 5865 2945.87 10 15.6 5344 2687.6 2 12 10 9 3 1 12 12.0 9.0 20.0 0 0 0 1.46485 2.588493333333333 2.7071266666666665 -0.08150087947607604 0.24244535109497017 0.43983540514136643
2113 9111 21:29:59 7 9.93 2914 1466.93 2 6.02 1774 893.02 10 8.17 2390 1203.17 2 12 7 9 2 5 12 7.0 9.0 12.0 0 0 0 1.1483533333333333 1.33216 1.3739333333333335 -0.7276653365952943 -0.4699182746528916 -0.4690306995461105
2124 5483 21:30:55 14 5.48 1553 781.98 9 15.23 5987 3008.73 15 14.18 5068 2548.18 3 10 12 10 1 3 5 30.0 10.0 12.0 0 0 0 0.95845 2.3535966666666663 2.3241199999999997 -0.0931012243370751 -0.06267009589039328 0.128379422741139
2132 174 21:31:35 15 9.23 3389 1703.73 9 13.47 4610 2318.47 14 7.12 2744 1379.12 2 10 12 10 5 3 1 20.0 10.0 12.0 0 0 0 1.2639733333333334 1.4967466666666667 1.783116666666667 -0.4884321445198402 -0.3911219543993669 -0.112821816401499
2142 6385 21:32:21 7 8.68 2448 1232.68 3 4.3 1293 650.8 8 5.32 1593 801.82 4 12 13 13 2 2 1 26.0 52.0 24.0 0 0 0 0.6149366666666667 0.9039300000000001 1.2657333333333334 -0.49668474281323766 -0.44296600157474303 0.07026843436114816
2149 3346 21:33:36 6 0.77 193 97.27 5 8.7 2619 1318.2 0 6.2 1867 939.7 4 9 6 12 5 10 1 9.0 48.0 6.0 0 0 0 0.2995566666666667 1.29649 1.1585866666666669 -1.139722755307582 -0.8001158390522283 0.2125979150925167
2151 4729 21:33:54 12 4.85 1573 791.35 10 11.0 3670 1846.0 8 10.42 3329 1674.92 2 13 9 13 1 12 1 26.0 26.0 9.0 0 0 0 0.8270933333333333 1.8097566666666665 1.8146533333333332 -0.30970807849321724 -0.25902039149393885 0.042028647134291164
2152 2076 21:33:55 13 9.12 2907 1462.62 4 7.22 2866 1440.22 0 20.55 5982 3011.55 3 6 12 12 11 3 1 12.0 6.0 36.0 0 0 0 1.4908899999999998 1.3945233333333333 2.3145266666666666 -0.5107056815486803 -0.1197860529084489 0.6576437270046704
2163 1642 21:34:55 9 11.33 3875 1948.83 14 14.13 6637 3332.63 10 17.03 5903 2968.53 3 12 10 9 3 1 12 12.0 9.0 30.0 0 0 0 1.8753 2.93168 2.950216666666667 0.25576132919556815 0.656428208165009 0.6724964783957593
2185 9632 21:38:11 1 4.18 1343 675.68 15 8.53 2984 1500.53 11 5.87 1915 963.37 3 8 10 14 5 5 2 8.0 21.0 10.0 0 0 0 0.7357633333333333 0.8844266666666667 1.34333 -0.7752555525010261 -0.7471511991304984 -0.7097078273723908
2187 6738 21:38:18 12 1.35 408 205.35 8 6.53 2222 1117.53 10 8.12 2664 1340.12 1 13 13 9 1 1 12 13.0 13.0 9.0 0 0 0 0.17699333333333334 1.17016 1.3036500000000002 -1.20616915533431 -0.7618926375034165 -0.6017957039806596
2197 1770 21:40:09 15 4.62 1679 844.12 9 12.42 3952 1988.42 14 9.77 3659 1839.27 3 10 12 10 5 3 1 10.0 30.0 12.0 0 0 0 0.7452133333333333 1.6904833333333333 1.7871333333333335 -0.7020098352372239 -0.41709093454190993 0.06131519968879637
2215 5134 21:42:21 1 9.47 3339 1678.97 9 6.42 1982 997.42 11 7.08 2177 1095.58 4 8 12 14 5 3 2 16.0 28.0 8.0 0 0 0 0.9074599999999999 1.2435933333333333 1.4097166666666667 -0.7409435963139439 -0.43146615701957625 -0.2914457581598018
2225 8086 21:43:50 9 11.13 4279 2150.63 15 17.25 6030 3032.25 14 10.22 3347 1683.72 10 12 10 10 3 5 1 100.0 40.0 20.0 3 3 3 6.9735 7.013333333333334 10.011 3.4358928061814824 4.261863118651213 6.068691146665259
2254 7421 21:49:08 9 3.73 1079 543.23 1 11.48 4352 2187.48 11 9.1 3190 1604.1 12 12 8 14 3 5 2 48.0 84.0 19.2 3 3 3 2.1856666666666666 6.471166666666666 7.777333333333333 1.2454160472664502 2.924382679668897 4.195910165937533
2265 3122 21:53:29 3 6.58 1913 963.08 12 5.1 1667 838.6 8 4.15 1213 610.65 2 13 13 13 2 1 1 26.0 26.0 13.0 0 0 0 0.7521199999999999 0.6568266666666667 1.09161 -0.9373224282267343 -0.7530236321656849 -0.38017245662245225
2278 5899 21:55:55 3 5.22 1622 816.22 12 4.87 1276 642.87 8 3.37 1087 546.87 2 13 13 13 2 1 1 26.0 26.0 13.0 0 0 0 0.59121 0.8903 0.96773 -1.0381049666365805 -0.6260550803270777 -0.5116353720797211
2281 3960 21:56:54 13 7.85 2766 1390.85 2 8.68 2382 1199.68 7 3.55 1035 521.05 4 6 7 12 11 5 2 24.0 7.0 6.0 0 0 0 0.80364 1.48725 1.463496666666667 -0.635124414981965 -0.5862558560559548 -0.38909357139902523
2283 5441 21:57:06 13 8.95 3109 1563.45 2 8.23 2290 1153.23 7 2.87 892 448.87 3 6 7 12 11 5 2 18.0 7.0 6.0 0 0 0 0.90418 1.6434800000000003 1.4729800000000002 -0.6007968526893811 -0.5090022271168992 -0.5031116355678656
2292 3713 22:00:49 14 6.85 2149 1081.35 9 12.22 4825 2424.72 15 12.63 4491 2258.13 1 10 12 10 1 3 5 10.0 10.0 12.0 0 0 0 1.1408399999999999 2.120663333333334 1.9815500000000001 -0.478158737769468 -0.3213031683737162 -0.04461960089772195
2300 44 22:03:12 3 5.82 1712 861.82 12 4.33 1466 737.33 8 3.38 1012 509.38 3 13 13 13 2 1 1 39.0 39.0 19.5 0 0 0 0.5747599999999999 0.6568266666666667 0.91425 -0.8761962441653429 -0.43464522572012726 -0.16683025800104878
2303 8307 22:03:33 1 7.35 2839 1426.85 15 9.17 3232 1625.17 11 4.72 1612 810.72 7 8 10 14 5 5 2 49.0 11.2 14.0 3 3 3 3.257833333333333 5.034833333333333 6.3196666666666665 1.5086996938133344 1.9654452163964562 2.006615345793226
2307 7423 22:04:09 2 3.7 1133 570.2 10 7.13 2266 1140.13 7 10.03 2944 1482.03 3 7 9 12 5 12 2 7.0 9.0 18.0 0 0 0 0.7212466666666666 1.1756566666666668 1.402143333333333 -0.8256949190395747 -0.5852285220806654 -0.5499851433680799
2319 4737 22:09:16 14 13.55 6089 3058.05 10 18.2 6469 3252.7 9 12.5 4441 2233.0 1 10 9 12 1 12 3 12.0 10.0 9.0 0 0 0 2.249316666666667 2.447426666666667 2.9181966666666668 0.07012328648437072 0.5074242766411705 0.5437332630024163
2320 9276 22:09:21 13 11.02 3482 1752.02 4 8.92 4226 2121.92 7 17.1 5637 2835.6 10 6 12 12 11 3 2 6.0 40.0 60.0 3 3 3 5.9591666666666665 9.047666666666668 10.132333333333333 3.093620214836691 4.536852487435925 5.302571839531154
2323 1977 22:11:23 2 7.67 2161 1088.17 6 5.93 1828 919.93 0 5.9 1689 850.4 4 7 9 12 5 5 1 48.0 9.0 7.0 0 0 0 1.07322 0.88622 0.98984 -1.034178596311577 -0.9480488042341264 0.48956453862929056
2324 592 22:11:30 9 11.0 3772 1897.0 10 15.42 5226 2628.42 12 15.83 5851 2941.33 2 12 9 13 3 12 1 12.0 9.0 26.0 0 0 0 1.8310433333333334 2.7750166666666667 2.91692 0.21644359088156753 0.5413689722597235 0.5776466362500985
2327 6762 22:13:43 13 3.53 1099 553.03 7 9.03 2881 1449.53 0 10.77 3028 1524.77 3 6 12 12 11 2 1 6.0 18.0 36.0 0 0 0 1.0096433333333334 1.7774233333333331 1.40404 -0.49847779576599494 -0.19700785994248848 -0.07731962136888693
2334 1128 22:17:40 9 8.83 2771 1394.33 10 12.02 3767 1895.52 12 13.77 4601 2314.27 2 12 9 13 3 12 1 12.0 9.0 26.0 0 0 0 1.4938166666666668 1.9066 2.22745 -0.07372018840509342 -0.04167897088669726 0.16394828050526666
2344 2686 22:21:04 1 5.87 2230 1120.87 9 10.27 3465 1742.77 11 3.23 1003 504.73 3 8 12 14 5 3 2 21.0 8.0 12.0 0 0 0 0.6010266666666667 1.1380333333333335 1.3638599999999999 -0.8322432119697489 -0.694723348194151 -0.6186109746822147
2350 8543 22:22:52 2 8.67 2685 1351.17 6 7.43 2218 1116.43 0 7.38 2041 1027.88 2 7 9 12 5 5 1 24.0 9.0 7.0 0 0 0 1.3893766666666667 1.2044233333333332 1.0609333333333333 -0.9704747941563479 -0.7277927079004899 0.08958469834656521
2351 3989 22:23:15 13 10.28 3317 1668.78 2 16.98 5295 2664.48 7 13.2 4327 2176.7 12 6 7 12 11 5 2 6.545454545454546 72.0 16.8 3 3 3 5.890666666666666 9.6965 11.4145 3.041419196497783 4.899213507760539 5.826983183452816
2353 2384 22:23:40 6 5.18 1637 823.68 1 9.42 3516 1767.42 11 5.07 1590 800.07 3 9 8 14 5 5 2 21.0 9.0 8.0 0 0 0 0.9157333333333335 0.8097166666666666 1.23855 -1.0111395847456968 -0.8313176777265583 -0.3528898731421742
2359 9785 22:25:34 2 4.63 1419 714.13 10 6.78 2035 1024.28 7 8.93 2630 1323.93 3 7 9 12 5 12 2 7.0 9.0 18.0 0 0 0 0.9095933333333333 1.06382 1.3058166666666668 -0.6713510062339678 -0.658027543224849 -0.6294871200853533
2360 8717 22:25:39 9 12.17 4303 2163.67 15 19.5 7160 3599.5 14 10.8 3645 1833.3 3 12 10 10 3 5 1 30.0 12.0 10.0 0 0 0 2.0976 2.1253866666666665 2.73081 -0.04948412599411135 0.26773540947864577 0.8320533554196259
2366 537 22:28:15 9 11.13 3958 1990.13 10 18.2 6441 3238.7 14 12.57 5957 2991.07 9 12 9 10 3 12 1 36.0 90.0 9.0 3 3 3 7.281333333333334 10.982999999999999 11.280833333333334 4.606640917258212 4.85752462358517 6.98796986057594
2367 3102 22:28:59 10 6.95 2129 1071.45 2 6.05 1823 917.55 7 12.38 3634 1829.38 1 9 7 12 12 5 2 7.0 9.0 12.0 0 0 0 1.1068766666666665 1.27769 1.7717766666666666 -0.53180946991449 -0.49748096543716247 -0.45524449295939834
2369 2505 22:29:46 7 3.58 1005 506.08 3 8.67 2381 1199.17 2 9.27 2711 1364.77 2 12 13 7 2 2 5 12.0 13.0 7.0 0 0 0 0.6161133333333333 1.1790333333333332 1.6911833333333333 -0.8450230146801843 -0.6773075835886608 -0.626596179203426
2374 3999 22:31:26 9 14.63 5108 2568.63 10 11.83 3965 1994.33 12 9.83 3458 1738.83 3 12 9 13 3 12 1 39.0 9.0 12.0 0 0 0 1.62239 2.0739166666666664 2.25472 -0.11480414787451343 0.04865665121907699 0.7266206541800249
2375 1040 22:31:32 13 12.58 4442 2233.58 4 6.17 3544 1778.17 7 20.13 6626 3333.13 4 6 12 12 11 3 2 16.0 6.0 24.0 0 0 0 1.3511 1.8519466666666666 2.8185700000000002 -0.16014413135200983 -0.13471193311683882 0.617044259945593
2383 138 22:32:48 10 8.57 2585 1301.07 2 4.62 1419 714.12 7 5.67 1599 805.17 9 9 7 12 12 5 2 12.6 54.0 9.0 3 3 3 3.958 3.661833333333333 5.078333333333333 1.3737549284841641 1.567755301006775 1.725810269369016
2385 7440 22:32:53 17 4.25 1240 624.25 16 6.0 2049 1030.5 5 6.23 1857 934.73 3 10 10 6 3 11 10 10.0 6.0 10.0 0 0 0 0.5139633333333333 1.08132 1.0228033333333335 -0.9243473576486951 -0.8069126620879997 -0.788121953421319
2398 10181 22:40:16 7 7.85 2467 1241.35 2 13.22 3865 1945.72 13 7.88 2270 1142.88 1 12 7 6 2 5 11 6.0 12.0 7.0 0 0 0 1.1235833333333334 1.4237433333333334 1.7023866666666667 -0.5853318839901533 -0.5152154387379141 -0.30145283556235286
2400 6930 22:40:38 13 13.33 4434 2230.33 16 14.12 4803 2415.62 17 12.37 3790 1907.37 1 6 10 10 11 11 3 10.0 6.0 10.0 0 0 0 2.0183933333333335 2.3766833333333333 2.4965666666666664 0.15820205712183685 0.176698594902787 0.327410814687778
2403 5745 22:43:53 6 6.68 2334 1173.68 5 5.07 1557 783.57 16 6.82 2175 1094.32 3 9 6 10 5 10 11 6.0 10.0 9.0 0 0 0 0.56781 1.2736666666666667 1.3354133333333333 -0.8274277771581648 -0.7856703988247555 -0.5352745403924724
2406 11164 22:45:32 15 15.58 5485 2758.08 9 12.92 4849 2437.42 14 8.0 2548 1282.0 3 10 12 10 5 3 1 30.0 12.0 10.0 0 0 0 1.4034466666666667 2.0526133333333334 2.237703333333333 -0.09352152222744586 -0.07140191940069861 0.2803917616592287
2408 8029 22:46:46 4 9.33 4358 2188.33 17 17.03 5199 2616.53 13 8.72 3023 1520.22 3 12 10 6 3 3 11 6.0 12.0 10.0 0 0 0 1.38984 1.6526966666666667 2.1500333333333335 -0.39259938667149663 -0.15857145147646498 -0.09625589798534076
2410 5216 22:48:29 15 7.28 2421 1217.78 9 11.23 3578 1800.23 11 11.02 3569 1795.52 4 10 12 14 5 3 2 10.0 28.0 16.0 0 0 0 1.0230766666666666 2.035 1.7458566666666666 -0.43905969042303883 -0.3634727765790189 0.2618048962877755
2413 10126 22:51:46 4 3.52 1825 916.02 13 12.88 4310 2167.88 7 22.02 7452 3748.02 3 12 6 12 3 11 2 12.0 6.0 18.0 0 0 0 0.8907600000000001 2.1056566666666665 3.1593566666666666 -0.6317361496049513 -0.007854140862441808 0.6844871252272849
2416 11179 22:53:16 4 5.13 2298 1154.13 13 11.3 3703 1862.8 7 20.07 6910 3475.07 2 12 6 12 3 11 2 12.0 6.0 12.0 0 0 0 1.1438666666666666 1.7597800000000001 2.8141300000000005 -0.41446451975515386 -0.24595197467067748 0.2924640966162043
2417 6975 22:54:47 3 2.5 739 372.0 7 8.38 2334 1175.38 8 3.92 1255 631.42 3 13 12 13 2 2 1 19.5 39.0 18.0 0 0 0 0.26955 0.70917 1.0578666666666667 -0.9064819560226453 -0.7731637102156944 -0.4155106272257738
2421 6738 22:55:50 12 1.35 408 205.35 10 8.12 2664 1340.12 8 6.53 2222 1117.53 2 13 9 13 1 12 1 26.0 26.0 9.0 0 0 0 0.17699333333333334 1.17016 1.3036500000000002 -0.8503804906926163 -0.6017957039806596 -0.42346914741410746
2431 1232 22:59:28 9 10.58 3388 1704.58 10 14.12 4884 2456.12 12 14.53 5509 2769.03 3 12 9 13 3 12 1 12.0 9.0 39.0 0 0 0 1.7726533333333334 2.6437133333333334 2.6839733333333333 0.16499083141855053 0.4327533223283411 0.7691223054144831
2439 7001 23:03:11 6 13.68 4442 2234.68 3 10.85 4169 2095.35 12 6.5 2234 1123.5 7 9 13 13 5 2 1 91.0 45.5 12.6 3 3 3 11.038499999999999 10.2045 10.073833333333333 4.001404663026217 5.3652340890621515 8.502368468976455
2441 7056 23:04:00 10 15.57 5495 2763.07 13 7.98 3223 1619.48 8 13.78 4711 2369.28 3 9 6 13 12 11 1 6.0 39.0 9.0 0 0 0 3.76302 3.798703333333333 3.0692399999999997 0.5157148666693401 1.5075306011674126 1.6005669254993262
