order_index "Customer coordinate" "1st restaurant" "Duration restaurant 1" "Distance restaurant 1" "Route_cost 1" "2nd restaurant" "Duration restaurant 2" "Distance restaurant 2" "Route_cost 2" "3rd restaurant" "Duration restaurant 3" "Distance restaurant 3" "Route_cost 3" "Pizza order amount" "production time restaurant 1" "production time restaurant 2" "production time restaurant 3" "capacity restaurant 1" "capacity restaurant 2" "capacity restaurant 3" "vehicle type 1" "Min vehicle cost 1" "vehicle type 2" "Min vehicle cost 2" "vehicle type 3" "Min vehicle cost 3" "Total cost restaurant 1" "Total cost restaurant 2" "Total cost restaurant 3"
2300 8307 10 305 1637 1123.5 0 410 2504 1662.0 8 555 3428 2269.0 3 9 12 13 12 1 1 2 1035.9925833333332 2 1048.4593333333332 2 1048.6903333333332 4292.37775 4813.5779999999995 5421.371
2303 7423 1 278 1575 1065.5 9 389 1883 1330.5 6 541 2687 1884.5 7 8 12 9 5 3 5 3 20047.12083333333 3 20065.774833333333 3 20066.17683333333 61232.66249999999 61544.0245 62108.930499999995
2307 4737 8 801 5074 3338.0 13 855 6987 4348.5 9 1188 7434 4905.0 3 13 6 12 1 11 3 2 1094.7185 2 1101.49675 2 1101.6085 6628.4555 7708.59025 8226.0255
2319 9276 12 448 2273 1584.5 6 1066 5731 3931.5 3 756 6696 4104.0 1 13 9 13 1 5 2 2 1052.8349166666667 2 1125.7994166666665 2 1126.0406666666665 4749.30475 7334.79825 7493.422
2320 1977 5 260 1294 907.0 1 330 1573 1116.5 6 663 3099 2212.5 10 6 8 9 10 5 5 3 20043.980333333333 3 20055.7865 3 20056.5495 61089.541 61309.659499999994 62408.048500000004
2323 592 8 608 3249 2232.5 9 995 5609 3799.5 11 1087 6341 4257.5 4 13 12 14 1 3 2 2 1071.7455833333333 2 1117.4855833333334 2 1117.6685833333333 5454.03675 7168.15675 7621.90575
2324 6762 12 489 2532 1755.0 6 692 3528 2456.0 1 723 3870 2658.0 2 13 9 8 1 5 5 2 1057.683 2 1081.6153333333334 2 1081.7008333333333 4934.349 5726.746000000001 5928.9025
2327 1128 8 503 3194 2100.0 9 600 3393 2296.5 11 816 4644 3138.0 3 13 12 14 1 3 2 2 1059.4818333333335 2 1070.84825 2 1071.161 5284.745500000001 5525.24475 6362.883
2334 2686 10 223 1183 814.5 0 433 2490 1678.0 14 568 3245 2190.5 2 9 12 10 12 1 1 2 1026.3124166666666 2 1051.1391666666666 2 1051.3279166666666 3954.33725 4837.617499999999 5350.483749999999
2344 8543 1 289 1325 951.5 5 392 1891 1337.5 9 609 3089 2153.5 3 8 6 12 5 10 3 2 1034.0479166666667 2 1046.2060833333333 2 1046.5055833333333 4079.4437500000004 4526.71825 5309.21675
2350 3989 12 487 2331 1652.5 6 983 5206 3586.0 2 1124 6222 4235.0 2 13 9 7 1 5 5 2 1057.3994166666666 2 1115.9848333333334 2 1116.2388333333333 4830.99825 6959.8545 7609.416499999999
2351 2384 5 250 1418 959.0 10 332 1650 1157.0 0 535 2839 1954.5 12 6 9 12 10 12 1 3 20042.375666666667 3 20056.158333333333 3 20056.752833333332 61136.727 61386.375 62130.95849999999
2353 9785 9 333 1597 1131.5 1 353 1957 1331.5 6 496 2535 1763.5 3 12 8 9 3 5 5 2 1039.2492499999998 2 1041.6725833333335 2 1041.8170833333334 4265.447749999999 4482.31775 4914.85125
2359 8717 8 740 4069 2774.5 13 803 4615 3110.5 14 1140 6171 4225.5 3 13 6 10 1 11 1 2 1087.3505833333334 2 1094.8370833333333 2 1095.2260833333335 6042.85175 6450.61125 7517.178250000001
2360 537 8 658 3238 2277.0 9 1047 6114 4104.0 13 857 7059 4386.5 3 13 12 6 1 3 11 2 1077.5761666666667 2 1123.6785 2 1123.9147500000001 5516.0285 7491.2355 7813.844250000001
2366 3102 1 405 2198 1504.0 9 472 2140 1542.0 5 573 3170 2158.0 9 8 12 6 5 3 10 3 20068.599 3 20079.736666666668 3 20080.251666666667 61735.596999999994 61797.41 62449.355
2367 2505 6 214 1023 725.5 2 301 1439 1020.5 7 544 2741 1914.5 1 9 7 12 5 5 2 2 1025.2224166666667 2 1035.4764166666666 2 1035.8019166666666 3827.0672500000005 4152.62925 5033.10575
2369 3999 11 530 3281 2170.5 9 724 4260 2854.0 8 842 4864 3274.0 2 14 12 13 2 3 1 2 1062.6535833333332 2 1085.5316666666668 2 1085.6826666666666 5369.86075 6126.795 6537.348
2374 1040 12 526 2836 1944.0 3 537 5566 3320.0 6 1180 6481 4420.5 3 13 13 9 1 2 5 2 1062.0756666666668 2 1064.0415 2 1064.27025 5136.527000000001 6523.4245 7639.21075
2375 138 6 365 1808 1269.0 1 450 2457 1678.5 2 522 2684 1864.0 4 9 8 7 5 5 5 2 1043.0353333333333 2 1053.11425 2 1053.171 4424.005999999999 4863.64275 5049.213
2383 7440 16 102 573 388.5 15 334 1898 1283.0 4 377 2025 1389.5 9 10 10 12 11 5 3 3 20017.2865 3 20056.61566666667 3 20056.67916666667 60496.35949999999 61478.84700000001 61575.7375
2385 10181 12 307 1755 1184.5 6 518 2574 1805.0 2 698 3441 2418.5 3 13 9 7 1 5 5 2 1036.2554166666666 2 1061.0768333333333 2 1061.2935833333333 4299.56625 5014.130499999999 5628.08075
2398 6930 16 659 3466 2392.0 3 536 3720 2396.0 12 844 4901 3294.5 1 10 13 13 11 2 1 2 1077.7498333333333 2 1063.4633333333334 2 1063.7585833333333 5681.2495 5597.6900000000005 6492.07575
2400 5745 4 90 474 327.0 16 510 2631 1825.5 15 472 2775 1859.5 1 12 10 10 3 11 5 2 1010.6185 2 1060.15775 2 1060.19375 3375.0555 5061.97325 5066.081249999999
2403 11164 13 493 2630 1808.0 14 766 4202 2867.0 8 635 4579 2924.5 3 6 10 13 11 1 1 2 1058.1741666666667 2 1090.4171666666668 2 1090.5114166666667 5038.1224999999995 6144.2515 6202.33425
2406 8029 12 436 2711 1791.5 3 568 4245 2690.5 16 913 5221 3523.5 3 13 13 10 1 2 11 2 1051.5444166666666 2 1067.3279166666666 2 1067.5719166666665 4952.43325 5903.7837500000005 6782.215749999999
2408 5216 14 272 1470 1007.0 8 546 3341 2216.5 0 731 4024 2743.0 3 10 13 12 1 1 1 2 1032.1008333333334 2 1064.5352500000001 2 1064.7060000000001 4109.3025 5416.405750000001 5943.318
2410 10126 3 390 3751 2265.5 12 681 4339 2850.5 16 925 7543 4696.5 4 13 13 10 2 1 11 2 1046.43775 2 1080.53475 2 1081.33575 5416.11325 6098.4042500000005 7996.50725
2413 11179 12 539 3275 2176.5 3 469 4172 2555.0 6 1248 7003 4749.5 3 13 13 9 1 2 5 2 1063.7020833333331 2 1055.7596666666666 2 1056.4674166666666 5373.90625 5733.579 7944.80225
2416 6975 2 37 216 145.0 7 256 1412 962.0 6 493 2286 1636.0 2 7 12 9 5 2 5 2 1004.3706666666667 2 1030.2196666666666 2 1030.4381666666666 3183.812 4063.8589999999995 4753.2145
2417 6738 11 42 208 146.0 7 418 2294 1565.0 9 508 2701 1858.5 3 14 12 12 2 2 3 2 1004.952 2 1049.3401666666666 2 1049.4419166666667 3172.256 4724.220499999999 5023.02575
2421 1232 8 595 3044 2117.0 9 982 5404 3684.0 11 1004 5805 3906.5 2 13 12 14 1 3 2 2 1070.1776666666667 2 1115.9176666666667 2 1116.0179166666667 5333.8330000000005 7047.9529999999995 7265.953750000001
2431 7001 12 261 1357 939.5 6 916 4885 3358.5 1 954 5292 3600.0 3 13 9 8 1 5 5 2 1030.78925 2 1108.0879166666668 2 1108.1896666666669 4038.1677500000005 6708.663750000001 6950.369000000001
2439 7056 14 421 2460 1651.0 13 472 2950 1947.0 8 653 3905 2605.5 7 10 6 13 1 11 1 3 20071.396666666667 3 20080.141666666666 3 20080.619166666667 61871.19 62243.025 62853.6575
2441 5456 12 75 410 280.0 6 728 3642 2549.0 1 786 4148 2860.0 3 13 9 8 1 5 5 2 1008.8525 2 1085.8438333333334 2 1085.9703333333334 3312.8575 5832.431500000001 6143.711
2443 3889 6 519 2953 1995.5 2 585 3398 2284.0 7 828 4700 3178.0 3 9 7 12 5 5 2 2 1061.28825 2 1069.0995 2 1069.425 5205.26475 5516.9985 6397.474999999999
2450 8993 14 463 2367 1646.5 8 493 2908 1947.0 10 743 4096 2791.0 2 10 13 9 1 1 12 2 1054.6084166666667 2 1058.2436666666667 2 1058.5406666666665 4816.32525 5128.031 6027.521999999999
2451 3143 8 17 137 85.5 10 694 3944 2666.0 14 807 4314 2964.0 3 13 9 10 1 12 1 2 1002.0175833333334 2 1081.9526666666668 2 1082.0451666666668 3097.8527500000005 5972.758 6216.1355
2453 5478 5 106 617 414.5 1 470 2493 1716.5 4 463 2756 1841.0 3 6 8 12 10 5 3 2 1012.5209166666667 2 1055.4565833333334 2 1055.5223333333333 3502.66275 4908.66975 5023.767
2454 3503 14 484 2300 1634.0 10 472 2480 1712.0 8 515 3228 2129.0 3 10 9 13 1 12 1 2 1057.0416666666667 2 1055.6866666666665 2 1055.8736666666666 4811.125 4939.959999999999 5302.921
2455 6220 11 470 2405 1672.5 9 602 3299 2251.5 7 817 4332 2983.0 2 14 12 12 2 3 2 2 1055.4345833333332 2 1071.0580833333333 2 1071.3163333333334 4850.20375 5480.87425 6208.149
2456 7633 6 397 1835 1314.5 1 429 2241 1549.5 12 438 2403 1639.5 3 9 8 13 5 5 1 2 1046.7754166666666 2 1050.61025 2 1050.65075 4480.72625 4727.13075 4797.7522500000005
2460 3307 14 376 2014 1383.0 10 442 2526 1705.0 0 557 3481 2297.5 2 10 9 12 1 12 1 2 1044.3701666666666 2 1052.1981666666666 2 1052.4369166666665 4522.1105 4922.4945 5461.0107499999995
2464 10927 4 154 920 614.0 5 358 2046 1381.0 15 460 2675 1797.5 3 12 6 10 3 10 5 2 1018.1966666666667 2 1042.2781666666667 2 1042.4354166666667 3684.79 4558.434499999999 4950.80625
2465 3263 14 369 2122 1430.0 13 536 3761 2416.5 8 789 4813 3195.5 4 10 6 13 1 11 1 2 1043.5805 2 1063.4735833333334 2 1063.7365833333333 4566.7415 5662.52075 6393.00975
2471 10790 14 414 2373 1600.5 8 404 2438 1623.0 10 641 3584 2433.0 4 10 13 9 1 1 12 2 1048.8932499999999 2 1047.7428333333335 2 1048.0293333333334 4753.179749999999 4772.5285 5637.988
2473 1446 16 132 763 513.5 4 321 2029 1335.5 15 415 2861 1845.5 2 10 12 10 11 3 5 2 1015.59075 2 1037.9572500000002 2 1038.16525 3616.27225 4465.57175 4985.99575
2475 3379 10 141 662 472.0 0 344 1851 1269.5 5 436 2597 1734.5 3 9 12 6 12 1 10 2 1016.6155 2 1040.5960833333334 2 1040.7825833333334 3582.7465 4397.48825 4907.447749999999
2478 3336 3 446 3253 2072.5 12 563 3311 2218.5 16 765 4089 2809.5 6 13 13 10 2 1 11 2 1052.8465833333332 2 1066.5110833333333 2 1066.7055833333334 5242.33975 5424.33325 6065.61675
2480 5850 12 644 3278 2283.0 6 886 4728 3250.0 2 1027 5744 3899.0 5 13 9 7 1 5 5 2 1075.9528333333333 2 1104.5486666666668 2 1104.8026666666667 5517.1585 6589.546 7239.108
2485 2064 8 563 2910 2018.0 9 950 5270 3585.0 11 972 5671 3807.5 4 13 12 14 1 3 2 2 1066.4108333333334 2 1112.1508333333334 2 1112.2510833333333 5223.5325 6937.6525 7155.653249999999
2490 6911 8 477 2404 1679.0 9 737 3962 2718.0 11 953 5213 3559.5 2 13 12 14 1 3 2 2 1056.2510000000002 2 1086.9738333333335 2 1087.2865833333333 4854.053000000001 5995.1215 6832.759749999999
2491 466 8 674 3620 2484.0 11 848 4990 3343.0 9 910 5387 3603.5 1 13 14 12 1 2 3 2 1079.5383333333332 2 1100.1808333333333 2 1100.2800833333333 5728.915 6654.9425 6920.54025
2492 11040 2 203 1077 741.5 7 386 2005 1388.5 6 490 2360 1670.0 3 7 12 9 5 2 5 2 1023.9525833333333 2 1045.5345833333333 2 1045.6233333333332 3839.05775 4536.30375 4832.77
2496 4505 1 245 1160 825.0 6 357 1641 1177.5 5 519 2680 1859.0 3 8 9 6 5 5 10 2 1028.8733333333332 2 1042.06025 2 1042.3200000000002 3937.42 4329.58075 5036.56
2497 9585 12 514 2801 1914.5 16 754 4178 2843.0 3 730 5124 3292.0 3 13 10 13 1 11 2 2 1060.6669166666668 2 1089.0111666666667 2 1089.2476666666666 5102.80075 6166.0335 6571.043
2503 34 10 360 1932 1326.0 5 389 2206 1492.0 0 445 2403 1646.5 2 9 6 12 12 10 1 2 1042.483 2 1045.9348333333335 2 1045.9840833333335 4514.349 4680.404500000001 4790.65225
2504 5534 0 155 664 487.0 10 421 2177 1509.5 15 537 2624 1849.0 3 12 9 10 1 12 5 2 1018.2493333333334 2 1049.6609166666665 2 1049.7726666666665 3547.9480000000003 4719.382749999999 5024.317999999999
2505 10687 2 223 1040 743.0 7 313 1512 1069.0 6 545 2518 1804.0 3 7 12 9 5 2 5 2 1026.2766666666666 2 1036.8946666666666 2 1037.1461666666667 3847.5299999999997 4190.884 4941.3385
2507 10470 15 315 1786 1208.0 0 577 2917 2035.5 4 659 3805 2561.5 3 10 12 12 5 1 3 2 1037.1965 2 1068.0459166666667 2 1068.2679166666667 4345.5895 5245.83775 5782.50375
